Fecha,Pred,Real,MAE,MAPE
2021-04-15 02:00:00,58.38854703890456,60.98,2.5914529610954347,4.249676879461192
2021-04-15 03:00:00,57.2152881404823,59.71,2.4947118595177002,4.178046992995646
2021-04-15 04:00:00,57.407648888733334,61.16,3.7523511112666625,6.135302667211679
2021-04-15 05:00:00,60.41357260502944,61.16,0.74642739497056,1.2204502860865927
2021-04-15 06:00:00,68.45915655694154,64.47,3.9891565569415377,6.187616809278017
2021-04-15 07:00:00,74.53447401920792,72.97,1.5644740192079212,2.1439961891296715
2021-04-15 08:00:00,77.10348547678933,78.0,0.8965145232106693,1.1493775938598323
2021-04-15 09:00:00,77.05243608893919,76.79,0.26243608893918235,0.34175815723295005
2021-04-15 10:00:00,74.81210249030865,76.74,1.9278975096913484,2.5122459078594583
2021-04-15 11:00:00,73.0902303407996,75.16,2.0697696592004036,2.7538180670574826
2021-04-15 12:00:00,71.5410838966349,70.67,0.8710838966349002,1.2326077495895007
2021-04-15 13:00:00,69.89217323448831,69.0,0.8921732344883111,1.293004687664219
2021-04-15 14:00:00,66.96855306288587,63.72,3.2485530628858754,5.098168648596792
2021-04-15 15:00:00,63.566292815691654,60.55,3.0162928156916564,4.981491025089442
2021-04-15 16:00:00,63.238176861409,59.18,4.058176861409002,6.85734515276952
2021-04-15 17:00:00,65.21395398071601,61.18,4.033953980716014,6.593582838698943
2021-04-15 18:00:00,69.18268925258988,70.14,0.9573107474101192,1.3648570678786986
2021-04-15 19:00:00,72.41576826466158,72.02,0.39576826466158366,0.5495254993912575
2021-04-15 20:00:00,74.76920118745178,76.45,1.6807988125482183,2.198559597839396
2021-04-15 21:00:00,75.92686739788145,78.0,2.073132602118548,2.6578623104083947
2021-04-15 22:00:00,69.7068058016927,72.0,2.2931941983073045,3.1849919420934785
2021-04-15 23:00:00,64.40470515176706,67.58,3.1752948482329373,4.698571838166524
2021-04-16 00:00:00,63.12297436158822,74.52,11.397025638411776,15.293915242098466
2021-04-16 01:00:00,60.14422192760463,69.13,8.985778072395362,12.998377075647857
2021-04-16 02:00:00,58.41688026180087,68.07,9.653119738199123,14.181166061699905
2021-04-16 03:00:00,57.108782295233105,65.87,8.7612177047669,13.300770767825867
2021-04-16 04:00:00,57.01682773567512,62.57,5.553172264324878,8.87513547119207
2021-04-16 05:00:00,58.66841921896943,64.75,6.081580781030567,9.392402750626358
2021-04-16 06:00:00,64.1333692855181,70.0,5.8666307144819,8.380901020688428
2021-04-16 07:00:00,70.96361538033285,73.33,2.3663846196671443,3.2270348011279752
2021-04-16 08:00:00,74.14073962765673,76.79,2.649260372343278,3.4500069961495994
